id,ACTION
851,0.997468
852,0.991094
853,0.995865
854,0.198237
855,0.985683
856,0.994691
857,0.971486
858,0.994460
859,0.985970
860,0.999504
861,0.992934
862,0.976644
863,0.996970
864,0.940852
865,0.119223
866,0.970731
867,0.992729
868,0.982966
869,0.981804
870,0.997474
871,0.989559
872,0.981236
873,0.996193
874,0.852676
875,0.995675
876,0.983881
877,0.987624
878,0.985035
879,0.993295
880,0.986731
881,0.963367
882,0.996169
883,0.997488
884,0.964052
885,0.980511
886,0.999285
887,0.871297
888,0.995250
889,0.984402
890,0.999690
891,0.994596
892,0.965140
893,0.863471
894,0.997984
895,0.995365
896,0.987294
897,0.857974
898,0.969190
899,0.850817
900,0.996797
901,0.985003
902,0.992234
903,0.991602
904,0.993960
905,0.999459
906,0.998860
907,0.999783
908,0.999660
909,0.957658
910,0.954892
911,0.923029
912,0.993391
913,0.999142
914,0.998628
915,0.983237
916,0.961819
917,0.985454
918,0.989365
919,0.997092
920,0.993804
921,0.978445
922,0.984485
923,0.888400
924,0.975375
925,0.877143
926,0.995524
927,0.996003
928,0.998709
929,0.996957
930,0.999830
931,0.997494
932,0.994033
933,0.993426
934,0.994293
935,0.966491
936,0.949556
937,0.994409
938,0.993501
939,0.989875
940,0.916571
941,0.990317
942,0.998139
943,0.781355
944,0.994187
945,0.910959
946,0.986390
947,0.989070
948,0.933859
949,0.998042
950,0.990810
951,0.998755
952,0.774114
953,0.980909
954,0.990181
955,0.903881
956,0.307537
957,0.988910
958,0.978268
959,0.571505
960,0.958553
961,0.982743
962,0.994366
963,0.987885
964,0.966439
965,0.977189
966,0.921281
967,0.991836
968,0.942549
969,0.951890
970,0.954067
971,0.995974
972,0.999086
973,0.997575
974,0.993712
975,0.982560
976,0.979139
977,0.997396
978,0.923364
979,0.927495
980,0.739869
981,0.998230
982,0.991383
983,0.999790
984,0.149477
985,0.997198
986,0.983625
987,0.999692
988,0.986136
989,0.997296
990,0.910205
991,0.604540
992,0.973164
993,0.999983
994,0.996870
995,0.992292
996,0.997096
997,0.647186
998,0.990491
999,0.986785
1000,0.998676
1001,0.997197
1002,0.921903
1003,0.939187
1004,0.985618
1005,0.964269
1006,0.954375
1007,0.991384
1008,0.996161
1009,0.999317
1010,0.992944
1011,0.998434
1012,0.920843
1013,0.995241
1014,0.986101
1015,0.996691
1016,0.999340
1017,0.483922
1018,0.989373
1019,0.972643
1020,0.998232
1021,0.998631
1022,0.968007
1023,0.978324
1024,0.983778
1025,0.892225
1026,0.923014
1027,0.993876
1028,0.959889
1029,0.995057
1030,0.993201
1031,0.982879
1032,0.999850
1033,0.998674
1034,0.992550
1035,0.999533
1036,0.997862
1037,0.978570
1038,0.991574
1039,0.982873
1040,0.994138
1041,0.995462
1042,0.991752
1043,0.562472
1044,0.735103
1045,0.912990
1046,0.991102
1047,0.998933
1048,0.995827
1049,0.627706
1050,0.998544
1051,0.995569
1052,0.991315
1053,0.999291
1054,0.884678
1055,0.994682
1056,0.973175
1057,0.984394
1058,0.998207
1059,0.997596
1060,0.995021
1061,0.976768
1062,0.882190
1063,0.975664
1064,0.979228
1065,0.999633
1066,0.993941
1067,0.997505
1068,0.907899
1069,0.971122
1070,0.996646
1071,0.837968
1072,0.995094
1073,0.747419
1074,0.966913
1075,0.999492
1076,0.992103
1077,0.982437
1078,0.989442
1079,0.988288
1080,0.898649
1081,0.999943
1082,0.998395
1083,0.992689
1084,0.995955
1085,0.947057
1086,0.999572
1087,0.953049
1088,0.991053
1089,0.993314
1090,0.998033
1091,0.985038
1092,0.994960
1093,0.995322
1094,0.996318
1095,0.999771
1096,0.995710
1097,0.996494
1098,0.996611
1099,0.990168
1100,0.990116
1101,0.874390
1102,0.982403
1103,0.999162
1104,0.625382
1105,0.997548
1106,0.999546
1107,0.998546
1108,0.989974
1109,0.996748
1110,0.996976
1111,0.997736
1112,0.993989
1113,0.995534
1114,0.871279
1115,0.800113
1116,0.995873
1117,0.961018
1118,0.957986
1119,0.955004
1120,0.969166
1121,0.991174
1122,0.779950
1123,0.962608
1124,0.987208
1125,0.994115
1126,0.987246
1127,0.996275
1128,0.997849
1129,0.996958
1130,0.996373
1131,0.867511
1132,0.962888
1133,0.999696
1134,0.996233
1135,0.826632
1136,0.992736
1137,0.996117
1138,0.998710
1139,0.998843
1140,0.795420
1141,0.991420
1142,0.977695
1143,0.996442
1144,0.986486
1145,0.993944
1146,0.999278
1147,0.984925
1148,0.991451
1149,0.996969
1150,0.997978
1151,0.999690
1152,0.999496
1153,0.999792
1154,0.543737
1155,0.999810
1156,0.997821
1157,0.964455
1158,0.748397
1159,0.992167
1160,0.922797
1161,0.995358
1162,0.993978
1163,0.958062
1164,0.995249
1165,0.998821
1166,0.974622
1167,0.991942
1168,0.996345
1169,0.962984
1170,0.936969
1171,0.992992
1172,0.994850
1173,0.996696
1174,0.942056
1175,0.998576
1176,0.992824
1177,0.997691
1178,0.994378
1179,0.998297
1180,0.625935
1181,0.478649
1182,0.982003
1183,0.976401
1184,0.980945
1185,0.999034
1186,0.982685
1187,0.987296
1188,0.556442
1189,0.984936
1190,0.993381
1191,0.995653
1192,0.999255
1193,0.997032
1194,0.988954
1195,0.997831
1196,0.978153
1197,0.991589
1198,0.994907
1199,0.999225
1200,0.997832
1201,0.988099
1202,0.998949
1203,0.996370
1204,0.987508
1205,0.995738
1206,0.989337
1207,0.979904
1208,0.999191
1209,0.768481
1210,0.971036
1211,0.993027
1212,0.987717
1213,0.982922
1214,0.975043
1215,0.999035
1216,0.937277
1217,0.973744
1218,0.988884
1219,0.992289
1220,0.887408
1221,0.994900
1222,0.979932
1223,0.998864
1224,0.961896
1225,0.997660
1226,0.989022
1227,0.987872
1228,0.992355
1229,0.987905
1230,0.999308
1231,0.994736
1232,0.994736
1233,0.999833
1234,0.990416
1235,0.980384
1236,0.996549
1237,0.988477
1238,0.967089
1239,0.997557
1240,0.944703
1241,0.982422
1242,0.987990
1243,0.989260
1244,0.999570
1245,0.995034
1246,0.928748
1247,0.984172
1248,0.998670
1249,0.949256
1250,0.998549
1251,0.867929
1252,0.911712
1253,0.999605
1254,0.994856
1255,0.997198
1256,0.999056
1257,0.790991
1258,0.990306
1259,0.991475
1260,0.998804
1261,0.998873
1262,0.988221
1263,0.993564
1264,0.987103
1265,0.995435
1266,0.992610
1267,0.998372
1268,0.996520
1269,0.986959
1270,0.998166
1271,0.985338
1272,0.998059
1273,0.984808
1274,0.916373
1275,0.998273
1276,0.995802
1277,0.963387
1278,0.985087
1279,0.996150
1280,0.980643
1281,0.998935
1282,0.987386
1283,0.988822
1284,0.987555
1285,0.999442
1286,0.999771
1287,0.842101
1288,0.975026
1289,0.960540
1290,0.998366
1291,0.991155
1292,0.978689
1293,0.997204
1294,0.976165
1295,0.996997
1296,0.981998
1297,0.996428
1298,0.991327
1299,0.950998
1300,0.521250
1301,0.970695
1302,0.858946
1303,0.996391
1304,0.991635
1305,0.917799
1306,0.996831
1307,0.999648
1308,0.995334
1309,0.993626
1310,0.989444
1311,0.988145
1312,0.997674
1313,0.763078
1314,0.988293
1315,0.993389
1316,0.996568
1317,0.993135
1318,0.996534
1319,0.996834
1320,0.871664
1321,0.918703
1322,0.999498
1323,0.998590
1324,0.998768
1325,0.997935
1326,0.981342
1327,0.901155
1328,0.990338
1329,0.999188
1330,0.994437
1331,0.997480
1332,0.988042
1333,0.941825
1334,0.977637
1335,0.910201
1336,0.991761
1337,0.994272
1338,0.998681
1339,0.781570
1340,0.995862
1341,0.982543
1342,0.987359
1343,0.995874
1344,0.991055
1345,0.997089
1346,0.989308
1347,0.994556
1348,0.978632
1349,0.991177
1350,0.997880
1351,0.939436
1352,0.980632
1353,0.979359
1354,0.995711
1355,0.978352
1356,0.992330
1357,0.825502
1358,0.809299
1359,0.168758
1360,0.496029
1361,0.980677
1362,0.993499
1363,0.998941
1364,0.951644
1365,0.994297
1366,0.975950
1367,0.998026
1368,0.992259
1369,0.995102
1370,0.966651
1371,0.994037
1372,0.973203
1373,0.855008
1374,0.990078
1375,0.999872
1376,0.972246
1377,0.996371
1378,0.995042
1379,0.973361
1380,0.990938
1381,0.998790
1382,0.974399
1383,0.994657
1384,0.996114
1385,0.985715
1386,0.993700
1387,0.974164
1388,0.918165
1389,0.993489
1390,0.998511
1391,0.092683
1392,0.961775
1393,0.940144
1394,0.990023
1395,0.875621
1396,0.975178
1397,0.989425
1398,0.998776
1399,0.940406
1400,0.984333
1401,0.998152
1402,0.994030
1403,0.994073
1404,0.993902
1405,0.983797
1406,0.995122
1407,0.951329
1408,0.993918
1409,0.961448
1410,0.995553
1411,0.975251
1412,0.992491
1413,0.570339
1414,0.936490
1415,0.984424
1416,0.955964
1417,0.946217
1418,0.985867
1419,0.999773
1420,0.985871
1421,0.994644
1422,0.988590
1423,0.980961
1424,0.996251
1425,0.987273
1426,0.988090
1427,0.999614
1428,0.983882
1429,0.252754
1430,0.990071
1431,0.973291
1432,0.995018
1433,0.168554
1434,0.652043
1435,0.985379
1436,0.989269
1437,0.979552
1438,0.982050
1439,0.987203
1440,0.987732
1441,0.938326
1442,0.996284
1443,0.994547
1444,0.996890
1445,0.996856
1446,0.998860
1447,0.984709
1448,0.984508
1449,0.995520
1450,0.982707
1451,0.987561
1452,0.997088
1453,0.995908
1454,0.941679
1455,0.971302
1456,0.929890
1457,0.990511
1458,0.998169
1459,0.996953
1460,0.991999
1461,0.997575
1462,0.151276
1463,0.998603
1464,0.689809
1465,0.995040
1466,0.994985
1467,0.980132
1468,0.991953
1469,0.967081
1470,0.961642
1471,0.984344
1472,0.971761
1473,0.982133
1474,0.999912
1475,0.999411
1476,0.995153
1477,0.953331
1478,0.997592
1479,0.994933
1480,0.992365
1481,0.996132
1482,0.670140
1483,0.978079
1484,0.981992
1485,0.990173
1486,0.990980
1487,0.963042
1488,0.955293
1489,0.998863
1490,0.962020
1491,0.999809
1492,0.978773
1493,0.983733
1494,0.910966
1495,0.978687
1496,0.997289
1497,0.990437
1498,0.992583
1499,0.998053
1500,0.998096
1501,0.995307
1502,0.685648
1503,0.982486
1504,0.980965
1505,0.998781
1506,0.955064
1507,0.991476
1508,0.958962
1509,0.997170
1510,0.996701
1511,0.990189
1512,0.997948
1513,0.992386
1514,0.985922
1515,0.899745
1516,0.955417
1517,0.367346
1518,0.975475
1519,0.997201
1520,0.997302
1521,0.992243
1522,0.979369
1523,0.927220
1524,0.934066
1525,0.998977
1526,0.990830
1527,0.986201
1528,0.987296
1529,0.984534
1530,0.996228
1531,0.990663
1532,0.994446
1533,0.994969
1534,0.997967
1535,0.999640
1536,0.954848
1537,0.996402
1538,0.999151
1539,0.988368
1540,0.996743
1541,0.999538
1542,0.977041
1543,0.964601
1544,0.995799
1545,0.999452
1546,0.989553
1547,0.979812
1548,0.995127
1549,0.998663
1550,0.994478
1551,0.994866
1552,0.995686
1553,0.998764
1554,0.993920
1555,0.974849
1556,0.993154
1557,0.969857
1558,0.997052
1559,0.987619
1560,0.899342
1561,0.984600
1562,0.703987
1563,0.443799
1564,0.988664
1565,0.975895
1566,0.980933
1567,0.991843
1568,0.923745
1569,0.988788
1570,0.977111
1571,0.900369
1572,0.994455
1573,0.210593
1574,0.999759
1575,0.975589
1576,0.984828
1577,0.995768
1578,0.905628
1579,0.996058
1580,0.531910
1581,0.999617
1582,0.990299
1583,0.970931
1584,0.998823
1585,0.986546
1586,0.982071
1587,0.973393
1588,0.998609
1589,0.993446
1590,0.997787
1591,0.990612
1592,0.999264
1593,0.991692
1594,0.990128
1595,0.114484
1596,0.937443
1597,0.996425
1598,0.989888
1599,0.198589
1600,0.977597
1601,0.983150
1602,0.980183
1603,0.980503
1604,0.988467
1605,0.973682
1606,0.995819
1607,0.925884
1608,0.950679
1609,0.960317
1610,0.776884
1611,0.999336
1612,0.985225
1613,0.997155
1614,0.802964
1615,0.995613
1616,0.992328
1617,0.495931
1618,0.978557
1619,0.998114
1620,0.991989
1621,0.955789
1622,0.908508
1623,0.980914
1624,0.992913
1625,0.993019
1626,0.995931
1627,0.436393
1628,0.628826
1629,0.996012
1630,0.978741
1631,0.998023
1632,0.977425
1633,0.949147
1634,0.980468
1635,0.987585
1636,0.988241
1637,0.990563
1638,0.976114
1639,0.947808
1640,0.995356
1641,0.998927
1642,0.453074
1643,0.998665
1644,0.995636
1645,0.919544
1646,0.990346
1647,0.980437
1648,0.997004
1649,0.984098
1650,0.981226
1651,0.984530
1652,0.999344
1653,0.999890
1654,0.999622
1655,0.994637
1656,0.989757
1657,0.991278
1658,0.992077
1659,0.933752
1660,0.999407
1661,0.999260
1662,0.992912
1663,0.963146
1664,0.999124
1665,0.959487
1666,0.977342
1667,0.987126
1668,0.998872
1669,0.992913
1670,0.995526
1671,0.804881
1672,0.969591
1673,0.979394
1674,0.994172
1675,0.331075
1676,0.545473
1677,0.993871
1678,0.984558
1679,0.997683
1680,0.998838
1681,0.994767
1682,0.965191
1683,0.997165
1684,0.985035
1685,0.999404
1686,0.999612
1687,0.983721
1688,0.996030
1689,0.991100
1690,0.991264
1691,0.992269
1692,0.999108
1693,0.998012
1694,0.924134
1695,0.999183
1696,0.991286
1697,0.985734
1698,0.917246
1699,0.985304
1700,0.995120
1701,0.989532
1702,0.998309
1703,0.856817
1704,0.979258
1705,0.938665
1706,0.962949
1707,0.998844
1708,0.987017
1709,0.998943
1710,0.999377
1711,0.996129
1712,0.987427
1713,0.632128
1714,0.995832
1715,0.990157
1716,0.999833
1717,0.777461
1718,0.195590
1719,0.993473
1720,0.952529
1721,0.991912
1722,0.998793
1723,0.994344
1724,0.999132
1725,0.985873
1726,0.993708
1727,0.998392
1728,0.997280
1729,0.987685
1730,0.993755
1731,0.952279
1732,0.920144
1733,0.993777
1734,0.968381
1735,0.993735
1736,0.962170
1737,0.998490
1738,0.997166
1739,0.995503
1740,0.997730
1741,0.800758
1742,0.999443
1743,0.998560
1744,0.943996
1745,0.995528
1746,0.998095
1747,0.946207
1748,0.943603
1749,0.999471
1750,0.979237
1751,0.987781
1752,0.992778
1753,0.998516
1754,0.999143
1755,0.948604
1756,0.992350
1757,0.995865
1758,0.979720
1759,0.998177
1760,0.991038
1761,0.882775
1762,0.830568
1763,0.995795
1764,0.995622
1765,0.984393
1766,0.977374
1767,0.999512
1768,0.626848
1769,0.743405
1770,0.983616
1771,0.981269
1772,0.999784
1773,0.967478
1774,0.979791
1775,0.999509
1776,0.931432
1777,0.971660
1778,0.970456
1779,0.998928
1780,0.874101
1781,0.966157
1782,0.868357
1783,0.981861
1784,0.988767
1785,0.997208
1786,0.988891
1787,0.942526
1788,0.897005
1789,0.971305
1790,0.998644
1791,0.632592
1792,0.994084
1793,0.991901
1794,0.877971
1795,0.983613
1796,0.905481
1797,0.981386
1798,0.994820
1799,0.996308
1800,0.999075
1801,0.995872
1802,0.998470
1803,0.988920
1804,0.995844
1805,0.859187
1806,0.741792
1807,0.999629
1808,0.994300
1809,0.999095
1810,0.992514
1811,0.998403
1812,0.998644
1813,0.476571
1814,0.556488
1815,0.972632
1816,0.998682
1817,0.983064
1818,0.993237
1819,0.913220
1820,0.994144
1821,0.997743
1822,0.991771
1823,0.960203
1824,0.801883
1825,0.999952
1826,0.986222
1827,0.996865
1828,0.945137
1829,0.998289
1830,0.943762
1831,0.997789
1832,0.999027
1833,0.995826
1834,0.985207
1835,0.977068
1836,0.999280
1837,0.995823
1838,0.905367
1839,0.993723
1840,0.988954
1841,0.870577
1842,0.990367
1843,0.995308
1844,0.921432
1845,0.995611
1846,0.986664
1847,0.993377
1848,0.994211
1849,0.995268
1850,0.998552
1851,0.972420
1852,0.995586
1853,0.776955
1854,0.996993
1855,0.947162
1856,0.997737
1857,0.994342
1858,0.461725
1859,0.997335
1860,0.848335
1861,0.994654
1862,0.999410
1863,0.954725
1864,0.970145
1865,0.986836
1866,0.993251
1867,0.992598
1868,0.992480
1869,0.940683
1870,0.923046
1871,0.999099
1872,0.973413
1873,0.488165
